agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,36,4,upper,TRUE,Alfredo Ocampo,mayor,,resA,munhall,889459,2608.78,41.04,Win re-election | Build road to farm area | Increase family wealth | Fund school renovation,0.478,0.474,0.733,0.605,0.631,0.275,-0.034
2,M,52,5,upper,TRUE,Juan Navarro,vice_mayor,Aquino,resA,munhall,629373.01,2248.69,43.58,Audit infrastructure contracts | Run for mayor | Build political base,0.637,0.697,0.506,0.484,0.68,0.282,0.845
388,F,18,2,lower,TRUE,Fely Padilla,farmer,,resC,farm,18845.82,220.7,59.17,Achieve good harvest | Fix irrigation access,0.636,0.253,0.48,0.501,0.546,0.628,0.102
389,F,58,1,lower,TRUE,Teresita Dela Cruz,farmer,,resC,farm,29892.32,314.48,62.98,Achieve good harvest | Fix irrigation access,0.729,0.599,0.523,0.82,0.512,0.531,0.151
390,F,58,2,lower,TRUE,Milagros Guevarra,farmer,,resC,farm,26123.53,203.12,48.87,Achieve good harvest | Fix irrigation access,0.649,0.438,0.321,0.432,0.141,0.342,0.04
391,F,29,2,lower,TRUE,Lita Salazar,farmer,,resC,farm,24583.58,268.95,74.86,Achieve good harvest | Fix irrigation access,0.521,0.292,0.515,0.585,0.523,0.381,-0.023
392,M,20,1,lower,TRUE,Ramon Macaraeg,farmer,,resC,farm,13734.96,278.88,43.72,Achieve good harvest | Fix irrigation access,0.7,0.487,0.331,0.835,0.645,0.618,0.032
393,M,18,3,lower,TRUE,Efren Magno,farmer,,resC,farm,24835.46,261.72,45.31,Achieve good harvest | Fix irrigation access,0.563,0.243,0.675,0.721,0.496,0.495,-0.001
394,F,40,2,lower,TRUE,Ofelia Pascual,farmer,,resC,farm,28849.1,223.78,56.87,Achieve good harvest | Fix irrigation access,0.334,0.613,0.551,0.442,0.488,0.497,0.07
395,M,42,3,lower,TRUE,Hernando Lim,farmer,,resC,farm,24582.11,178.97,50.15,Achieve good harvest | Fix irrigation access,1,0.674,0.414,0.586,0.583,0.391,-0.039
396,M,49,2,lower,TRUE,Ramon Mercado,farmer,,resC,farm,19747.19,222.66,46.76,Achieve good harvest | Fix irrigation access,0.493,0.199,0.404,0.596,0.683,0.608,0.116
397,M,59,3,lower,TRUE,Renato Navarro,farmer,,resC,farm,17585.08,288.43,65.24,Achieve good harvest | Fix irrigation access,0.49,0.362,0.768,0.64,0.527,0.494,0.022
398,M,33,3,lower,TRUE,Dante Reyes,farmer,,resC,farm,19471.49,192.31,40.67,Achieve good harvest | Fix irrigation access,0.882,0.389,0.26,0.644,0.506,0.558,0.172
399,F,32,1,lower,TRUE,Gloria Guevarra,farmer,,resC,farm,12242.16,200.05,43.72,Achieve good harvest | Fix irrigation access,0.623,0.542,0.406,0.949,0.412,0.525,0.049
400,M,29,2,lower,TRUE,Ramon Ramos,farmer,,resC,farm,15777.22,237.48,73.76,Achieve good harvest | Fix irrigation access,0.451,0.743,0.488,0.548,0.665,0.657,-0.036
401,M,28,1,lower,TRUE,Efren Dela Cruz,farmer,,resC,farm,17671.88,236.82,67.69,Achieve good harvest | Fix irrigation access,0.562,0.75,0.571,0.825,0.557,0.596,0.09
402,M,51,2,lower,TRUE,Willy Aguilar,farmer,,resC,farm,23037.15,169.49,64.23,Achieve good harvest | Fix irrigation access,0.694,0.504,0.685,0.816,0.618,0.398,-0.038
403,M,25,3,lower,TRUE,Tony Bonifacio,farmer,,resC,farm,13909.19,187.39,52.17,Achieve good harvest | Fix irrigation access,0.791,0.422,0.592,0.722,0.132,0.5,-0.099
404,F,48,2,lower,TRUE,Florencia Villanueva,farmer,,resC,farm,19457.68,282.36,67.88,Achieve good harvest | Fix irrigation access,0.436,0.694,0.398,0.674,0.528,0.282,0.106
405,F,29,1,lower,TRUE,Rosa Salazar,farmer,,resC,farm,22862.42,170.73,41.52,Achieve good harvest | Fix irrigation access,0.579,0.461,0.425,0.603,0.376,0.554,0.122
406,M,33,3,lower,TRUE,Willy Aquino,farmer,,resC,farm,19804.3,143.1,48.05,Achieve good harvest | Fix irrigation access,0.543,0.495,0.515,0.862,0.363,0.425,-0.067
407,F,58,2,lower,TRUE,Milagros Aquino,farmer,,resC,farm,24953,225.88,53.56,Achieve good harvest | Fix irrigation access,0.525,0.575,0.33,0.731,0.565,0.447,-0.059
408,M,58,3,lower,TRUE,Fernando Macaraeg,farmer,,resC,farm,12639.86,291.54,47.69,Achieve good harvest | Fix irrigation access,0.58,0.533,0.389,0.649,0.629,0.608,-0.011
409,F,33,1,lower,TRUE,Pacita Guevarra,farmer,,resC,farm,12010.13,198.17,49.77,Achieve good harvest | Fix irrigation access,0.89,0.445,0.753,0.853,0.006,0.534,0.119
410,M,51,2,lower,TRUE,Rolando Gregorio,farmer,,resC,farm,21418.67,248.22,56.47,Achieve good harvest | Fix irrigation access,0.322,0.349,0.429,0.654,0.486,0.493,0.131
411,M,48,3,lower,TRUE,Pablo Villanueva,farmer,,resC,farm,22537.25,241.74,50.35,Achieve good harvest | Fix irrigation access,0.671,0.352,0.511,0.891,0.743,0.519,0.094
412,M,58,1,lower,TRUE,Ramon Manalo,farmer,,resC,farm,23586.67,213.77,67.65,Achieve good harvest | Fix irrigation access,0.514,0.216,0.499,0.667,0.252,0.572,0.011
413,F,65,1,lower,TRUE,Annaliza Jacinto,farmer,,resC,farm,11419.89,226.57,67.57,Achieve good harvest | Fix irrigation access,0.706,0.416,0.655,0.732,0.455,0.86,-0.076
414,M,39,1,lower,TRUE,Alfredo Ramos,farmer,,resC,farm,15336.33,187.34,59.63,Achieve good harvest | Fix irrigation access,0.568,0.537,0.376,0.813,0.639,0.536,0.132
415,M,21,1,lower,TRUE,Tomas Co,farmer,,resC,farm,20300.38,206.15,71.43,Achieve good harvest | Fix irrigation access,0.455,0.302,0.504,0.396,0.427,0.26,0.051
416,M,22,1,lower,TRUE,Zaldy Dela Cruz,farmer,,resC,farm,24425.34,217.61,52.89,Achieve good harvest | Fix irrigation access,0.431,0.552,0.581,0.552,0.225,0.444,0.102
417,M,36,2,lower,TRUE,Alfredo Gonzales,farmer,,resC,farm,18088.63,194.65,70.62,Achieve good harvest | Fix irrigation access,0.881,0.655,0.41,1,0.593,0.576,0.056
418,M,59,3,lower,TRUE,Quirino Salazar,farmer,,resC,farm,23045.38,160.11,58.19,Achieve good harvest | Fix irrigation access,0.446,0.526,0.498,0.669,0.512,0.529,0.001
419,F,21,1,lower,TRUE,Socorro Dizon,farmer,,resC,farm,20751.15,220.24,49.1,Achieve good harvest | Fix irrigation access,0.407,0.372,0.589,0.564,0.473,0.575,0.045
420,M,20,2,lower,TRUE,Crisanto Gonzales,farmer,,resC,farm,24089.27,184.96,63.32,Achieve good harvest | Fix irrigation access,0.513,0.525,0.71,0.591,0.411,0.894,-0.054
421,M,19,2,lower,TRUE,Efren Flores,farmer,,resC,farm,23262.68,293.71,74.14,Achieve good harvest | Fix irrigation access,0.466,0.552,0.565,0.926,0.29,0.143,0.06
422,F,54,3,lower,TRUE,Dolores Macaraeg,farmer,,resC,farm,17481.63,216.57,71.36,Achieve good harvest | Fix irrigation access,0.926,0.389,0.721,1,0.329,0.449,0.191
423,M,40,1,lower,TRUE,Quirino Garcia,farmer,,resC,farm,18910.44,227.58,40.87,Achieve good harvest | Fix irrigation access,0.554,0.164,0.461,0.762,0.457,0.506,0.085
424,F,43,1,lower,TRUE,Luzviminda Tan,farmer,,resC,farm,28418.61,298.79,63.7,Achieve good harvest | Fix irrigation access,0.523,0.438,0.242,0.657,0.511,0.402,0.187
425,M,46,3,lower,TRUE,Berto Mendoza,farmer,,resC,farm,15562.41,271.69,40.43,Achieve good harvest | Fix irrigation access,0.457,0.392,0.709,0.777,0.31,0.643,0.003
426,M,23,1,lower,TRUE,Isidro Lim,farmer,,resC,farm,25159.72,240.28,71.38,Achieve good harvest | Fix irrigation access,0.577,0.339,0.77,0.687,0.435,0.764,-0.058
427,M,63,3,lower,TRUE,Dante Aquino,farmer,,resC,farm,24359.57,277.07,72,Achieve good harvest | Fix irrigation access,0.302,0.548,0.555,0.695,0.744,0.437,0.024
428,M,34,2,lower,TRUE,Rolando Ramos,farmer,,resC,farm,17873.01,310.37,56.22,Achieve good harvest | Fix irrigation access,0.658,0.635,0.458,0.685,0.631,0.247,-0.092
429,F,55,2,lower,TRUE,Felicitas Guevarra,farmer,,resC,farm,22948.13,277.46,74.8,Achieve good harvest | Fix irrigation access,0.42,0.239,0.349,0.787,0.457,0.396,-0.08
430,M,62,1,lower,TRUE,Salvador Villanueva,farmer,,resC,farm,11400.55,206,45.7,Achieve good harvest | Fix irrigation access,0.743,0.345,0.272,0.735,0.631,0.623,-0.082
431,F,56,1,lower,TRUE,Daisy Tan,farmer,,resC,farm,18715.48,234.68,46.78,Achieve good harvest | Fix irrigation access,0.734,0.546,0.255,0.418,0.619,0.538,0.088
432,M,41,2,lower,TRUE,Willy Sy,farmer,,resC,farm,25428.02,287.31,68.82,Achieve good harvest | Fix irrigation access,0.795,0.298,0.45,0.583,0.41,0.29,-0.096
433,F,62,1,lower,TRUE,Wilhelmina Navarro,farmer,,resC,farm,12864.85,222.45,73.34,Achieve good harvest | Fix irrigation access,0.679,0.457,0.536,0.874,0.631,0.267,0.154
434,F,29,3,lower,TRUE,Ofelia Cruz,farmer,,resC,farm,23468.05,291.4,74.57,Achieve good harvest | Fix irrigation access,0.665,0.462,0.519,0.721,0.367,0.688,0.057
435,M,19,2,lower,TRUE,Xavier Santos,farmer,,resC,farm,23517.02,386.41,54.87,Achieve good harvest | Fix irrigation access,0.597,0.425,0.659,0.867,0.451,0.381,0.129
436,M,56,1,lower,TRUE,Diosdado Aquino,farmer,,resC,farm,24081.21,261.38,40.36,Achieve good harvest | Fix irrigation access,0.613,0.537,0.392,0.53,0.178,0.563,-0.071
437,M,54,1,lower,TRUE,Tony Tolentino,farmer,,resC,farm,18293.91,274.17,57.52,Achieve good harvest | Fix irrigation access,0.656,0.628,0.744,0.857,0.842,0.369,0.119
438,F,48,2,lower,TRUE,Florencia Valdez,farmer,,resC,farm,28035.23,252.19,72.35,Achieve good harvest | Fix irrigation access,0.615,0.317,0.417,0.322,0.619,0.721,0.176
439,M,49,2,lower,TRUE,Oscar Ferrer,farmer,,resC,farm,12922.91,296.44,51,Achieve good harvest | Fix irrigation access,0.567,0.437,0.715,0.335,0.34,0.583,0.04
440,F,45,1,lower,TRUE,Lita Magno,farmer,,resC,farm,16304.78,161.5,47.91,Achieve good harvest | Fix irrigation access,0.589,0.439,0.352,0.706,0.264,0.565,0.022
441,M,24,3,lower,TRUE,Fernando Lopez,farmer,,resC,farm,12563.99,239.34,44.17,Achieve good harvest | Fix irrigation access,0.733,0.446,0.724,0.718,0.429,0.367,0.018
442,M,59,2,lower,TRUE,Salvador Magno,farmer,,resC,farm,14766.3,276.79,66.77,Achieve good harvest | Fix irrigation access,0.535,0.576,0.589,0.975,0.41,0.562,0.13
443,M,65,1,lower,TRUE,Ramon Salazar,farmer,,resC,farm,24170.67,290.26,48.08,Achieve good harvest | Fix irrigation access,0.416,0.182,0.679,0.686,0.599,0.632,0.183
444,F,30,2,lower,TRUE,Luzviminda Salazar,farmer,,resC,farm,21640.6,261.35,66.31,Achieve good harvest | Fix irrigation access,0.425,0.139,0.333,0.852,0.62,0.671,0.13
445,F,46,2,lower,TRUE,Ana Santos,farmer,,resC,farm,30281.28,243.99,44.17,Achieve good harvest | Fix irrigation access,0.413,0.494,0.568,0.526,0.753,0.528,0.035
446,M,53,3,lower,TRUE,Alfredo Macaraeg,farmer,,resC,farm,18101.59,295.86,66.74,Achieve good harvest | Fix irrigation access,0.698,0.697,0.557,0.394,0.582,0.637,0.071
447,M,55,1,lower,TRUE,Dante Ong,farmer,,resC,farm,14595.87,302.17,66.83,Achieve good harvest | Fix irrigation access,0.411,0.536,0.528,0.742,0.483,0.7,-0.015
448,M,59,2,lower,TRUE,Diosdado Dela Cruz,farmer,,resC,farm,17353.58,288.87,52.29,Achieve good harvest | Fix irrigation access,0.456,0.701,0.812,0.753,0.463,0.557,0.098
449,M,62,2,lower,TRUE,Diosdado Cruz,farmer,,resC,farm,10323.26,274.26,59.88,Achieve good harvest | Fix irrigation access,0.647,0.471,0.454,0.828,0.632,0.516,0.17
450,M,57,2,lower,TRUE,Tomas Guevarra,farmer,,resC,farm,17948.73,209.67,57.6,Achieve good harvest | Fix irrigation access,0.746,0.487,0.349,0.824,0.525,0.436,0.129
451,M,23,3,lower,TRUE,Diosdado Bautista,farmer,,resC,farm,19600.64,291.81,60.07,Achieve good harvest | Fix irrigation access,0.664,0.703,0.559,0.69,0.561,0.416,0.141
452,M,38,1,lower,TRUE,Willy Pascual,farmer,,resC,farm,28256.09,293.16,57.66,Achieve good harvest | Fix irrigation access,0.5,0.435,0.331,0.625,0.376,0.561,-0.01
453,F,47,2,lower,TRUE,Daisy Bonifacio,farmer,,resC,farm,16803.76,246.73,57.47,Achieve good harvest | Fix irrigation access,0.599,0.681,0.411,0.534,0.655,0.356,0.098
454,F,44,2,lower,TRUE,Lita Rizal,farmer,,resC,farm,16394.89,258.66,66.13,Achieve good harvest | Fix irrigation access,0.797,0.239,0.721,0.604,0.593,0.537,0.13
455,F,47,2,lower,TRUE,Elvira Guevarra,farmer,,resC,farm,17962.04,263.69,46.72,Achieve good harvest | Fix irrigation access,0.645,0.648,0.597,0.507,0.492,0.703,-0.026
456,F,19,1,lower,TRUE,Cely Tan,farmer,,resC,farm,18901.93,312.29,62.55,Achieve good harvest | Fix irrigation access,0.312,0.653,0.536,0.814,0.76,0.548,-0.087
457,M,65,3,lower,TRUE,Rodel Padilla,farmer,,resC,farm,30097.65,314.35,65.35,Achieve good harvest | Fix irrigation access,0.358,0.32,0.624,0.61,0.356,0.666,-0.058
458,F,65,3,lower,TRUE,Josefa Guevarra,farmer,,resC,farm,13026.33,199.45,50.97,Achieve good harvest | Fix irrigation access,0.499,0.33,0.529,0.519,0.435,0.501,0.15
459,M,48,3,lower,TRUE,Lando Soriano,farmer,,resC,farm,25797,271.25,64.49,Achieve good harvest | Fix irrigation access,0.614,0.57,0.527,0.817,0.249,0.663,-0.066
460,F,62,3,lower,TRUE,Josefa Hernandez,farmer,,resC,farm,26674.66,235.87,69.45,Achieve good harvest | Fix irrigation access,0.856,0.258,0.345,0.88,0.513,0.472,0.099
461,M,34,2,lower,TRUE,Berto Aguilar,farmer,,resC,farm,26619.38,176.75,53.6,Achieve good harvest | Fix irrigation access,0.478,0.458,0.638,0.663,0.529,0.429,0.173
462,F,49,2,lower,TRUE,Wilhelmina Sy,farmer,,resC,farm,14566.5,180.47,49.59,Achieve good harvest | Fix irrigation access,0.513,0.784,0.586,0.836,0.388,0.75,-0.076
463,M,19,1,lower,TRUE,Gregorio Rizal,farmer,,resC,farm,15946.21,304.45,68.47,Achieve good harvest | Fix irrigation access,0.538,0.199,0.62,0.447,0.443,0.331,0.121
464,M,26,3,lower,TRUE,Willy Tan,farmer,,resC,farm,22906.98,274.3,64.97,Achieve good harvest | Fix irrigation access,0.399,0.575,0.6,0.702,0.433,0.685,0.13
465,M,54,1,lower,TRUE,Jose Cruz,farmer,,resC,farm,19583.29,270.58,52.87,Achieve good harvest | Fix irrigation access,0.309,0.592,0.562,0.769,0.389,0.426,0.018
466,M,23,2,lower,TRUE,Fernando Macaraeg,farmer,,resC,farm,19083.53,221.01,54.04,Achieve good harvest | Fix irrigation access,0.792,0.399,0.271,0.467,0.598,0.484,0.029
467,F,36,3,lower,TRUE,Luzviminda Manalo,farmer,,resC,farm,25813.89,303.58,46.67,Achieve good harvest | Fix irrigation access,0.777,0.661,0.19,0.834,0.285,0.564,0.159
468,M,57,2,lower,TRUE,Lando Ong,farmer,,resC,farm,15535.82,275.16,45.11,Achieve good harvest | Fix irrigation access,0.802,0.716,0.104,0.412,0.454,0.721,-0.013
469,M,22,1,lower,TRUE,Bernardo Garcia,farmer,,resC,farm,17237.58,270.73,53.42,Achieve good harvest | Fix irrigation access,0.412,0.392,0.645,0.787,0.781,0.206,0.027
470,M,42,2,lower,TRUE,Vicente Mabini,farmer,,resC,farm,22535.04,175.57,68.34,Achieve good harvest | Fix irrigation access,0.928,0.612,0.362,0.725,0.325,0.361,-0.098
471,M,27,2,lower,TRUE,Rodel Tan,farmer,,resC,farm,29287.04,206.53,44.62,Achieve good harvest | Fix irrigation access,0.329,0.785,0.316,0.628,0.489,0.677,-0.005
472,M,38,2,lower,TRUE,Fernando Tan,farmer,,resC,farm,17897.71,350.17,61.45,Achieve good harvest | Fix irrigation access,0.675,0.521,0.697,0.495,0.495,0.158,0.128
473,M,28,3,lower,TRUE,Zaldy Guevarra,farmer,,resC,farm,16991.65,261.91,41.91,Achieve good harvest | Fix irrigation access,0.586,0.326,0.682,0.641,0.689,0.401,-0.045
474,M,31,2,lower,TRUE,Gregorio Villanueva,farmer,,resC,farm,17642.82,256.41,65.19,Achieve good harvest | Fix irrigation access,0.838,0.712,0.338,0.705,0.692,0.486,-0.056
475,M,49,3,lower,TRUE,Tony Sy,farmer,,resC,farm,28529.61,252.21,46.32,Achieve good harvest | Fix irrigation access,0.6,0.221,0.296,0.614,0.624,1,0.176
476,M,47,3,lower,TRUE,Noel Espiritu,farmer,,resC,farm,21501.6,225.31,42.84,Achieve good harvest | Fix irrigation access,0.824,0.537,0.437,0.564,0.189,0.302,0.149
477,F,59,2,lower,TRUE,Pacita Garcia,farmer,,resC,farm,30894.6,249.88,67.9,Achieve good harvest | Fix irrigation access,0.527,0.388,0.701,0.757,0.152,0.606,-0.061
478,M,43,2,lower,TRUE,Eduardo Ramos,farmer,,resC,farm,20659.88,199.98,40.72,Achieve good harvest | Fix irrigation access,0.593,0.311,0.447,0.66,0.496,0.611,-0.038
479,M,42,2,lower,TRUE,Noel Macaraeg,farmer,,resC,farm,18577.64,267.41,52.86,Achieve good harvest | Fix irrigation access,0.519,0.757,0.47,0.363,0.668,0.384,-0.04
480,M,63,1,lower,TRUE,Efren Padilla,farmer,,resC,farm,25006.23,283.09,74.06,Achieve good harvest | Fix irrigation access,0.547,0.462,0.373,0.767,0.582,0.695,0.103
481,M,36,3,lower,TRUE,Carlos Ferrer,farmer,,resC,farm,21555.3,271.02,71.6,Achieve good harvest | Fix irrigation access,0.474,0.367,0.459,0.856,0.643,0.406,0.152
482,M,25,3,lower,TRUE,Zaldy Castro,farmer,,resC,farm,16526.08,234.06,48.92,Achieve good harvest | Fix irrigation access,0.64,0.521,0.623,0.799,0.683,0.623,-0.075
483,M,29,1,lower,TRUE,Gregorio Dela Cruz,farmer,,resC,farm,18636.39,166.96,55.75,Achieve good harvest | Fix irrigation access,0.665,0.219,0.649,0.744,0.463,0.375,0.142
484,F,65,3,lower,TRUE,Luzviminda Lim,farmer,,resC,farm,22280.85,270.54,56.7,Achieve good harvest | Fix irrigation access,0.596,0.296,0.549,0.649,0.484,0.497,0.108
485,M,30,1,lower,TRUE,Isidro Magno,farmer,,resC,farm,19160.3,274.45,40.49,Achieve good harvest | Fix irrigation access,0.302,0.225,0.356,0.872,0.445,0.36,-0.066
486,M,27,3,lower,TRUE,Yohan Salazar,farmer,,resC,farm,18245.36,302.96,56.59,Achieve good harvest | Fix irrigation access,0.471,0.325,0.307,0.783,0.524,0.405,-0.093
487,F,49,3,lower,TRUE,Elvira Dizon,farmer,,resC,farm,20596.8,251.98,62.06,Achieve good harvest | Fix irrigation access,0.307,0.553,0.413,0.649,0.242,0.38,0.114
488,M,53,1,lower,TRUE,Noel Luna,farmer,,resC,farm,22446.71,223.16,42.12,Achieve good harvest | Fix irrigation access,0.747,0.535,0.26,0.68,0.799,0.371,-0.094
489,M,32,3,lower,TRUE,Ricardo Espiritu,farmer,,resC,farm,24086.07,255.37,46.73,Achieve good harvest | Fix irrigation access,0.453,0.584,0.145,0.712,0.367,0.69,0.003
490,M,28,3,lower,TRUE,Isidro Dizon,farmer,,resC,farm,9684.56,309.39,62.84,Achieve good harvest | Fix irrigation access,0.744,0.311,0.195,0.761,0.475,0.353,0.008
491,M,19,2,lower,TRUE,Manny Co,farmer,,resC,farm,23229.8,134.74,57.28,Achieve good harvest | Fix irrigation access,0.577,0.441,0.408,0.71,0.597,0.645,-0.03
492,F,40,1,lower,TRUE,Elvira Soriano,farmer,,resC,farm,22704.61,273.53,59.67,Achieve good harvest | Fix irrigation access,0.559,0.417,0.613,0.563,0.548,0.372,0.046
493,F,57,3,lower,TRUE,Fely Ferrer,farmer,,resC,farm,28450.92,220.33,73.69,Achieve good harvest | Fix irrigation access,0.834,0.322,0.643,0.554,0.538,0.529,0.127
494,M,59,2,lower,TRUE,Ricardo Gonzales,farmer,,resC,farm,18588.24,302.09,57.71,Achieve good harvest | Fix irrigation access,0.668,0.518,0.292,0.479,0.574,0.453,0.12
495,F,44,2,lower,TRUE,Josefa Flores,farmer,,resC,farm,15945.59,256.77,45.99,Achieve good harvest | Fix irrigation access,0.672,0.57,0.752,0.651,0.784,0.512,-0.02
496,F,46,1,lower,TRUE,Maria Padilla,farmer,,resC,farm,29874.4,176.41,58.07,Achieve good harvest | Fix irrigation access,0.604,0.316,0.519,0.62,0.197,0.645,0.105
497,M,58,3,lower,TRUE,Renato Dizon,farmer,,resC,farm,20424.06,176.66,62.45,Achieve good harvest | Fix irrigation access,0.659,0.478,0.332,1,0.527,0.546,0.171
498,M,43,2,lower,TRUE,Isidro Mercado,farmer,,resC,farm,14776.55,327.74,71.51,Achieve good harvest | Fix irrigation access,0.327,0.652,0.407,0.409,0.477,0.372,0.083
499,M,64,3,lower,TRUE,Dante Padilla,farmer,,resC,farm,21639.41,148.15,42.95,Achieve good harvest | Fix irrigation access,0.452,0.353,0.371,0.749,0.582,0.299,0.061
500,M,37,3,lower,TRUE,Xavier Domingo,farmer,,resC,farm,20637.07,260.04,67.88,Achieve good harvest | Fix irrigation access,0.722,0.494,0.659,0.805,0.25,0.466,0.078
501,M,33,3,lower,TRUE,Diosdado Macaraeg,farmer,,resC,farm,18495.5,229.03,50.43,Achieve good harvest | Fix irrigation access,0.641,0.534,0.353,0.851,0.471,0.537,0.121
502,M,65,1,lower,TRUE,Tony Tan,farmer,,resC,farm,15419.55,170.37,60.05,Achieve good harvest | Fix irrigation access,0.522,0.155,0.354,0.45,0.513,0.626,-0.058
503,M,22,2,lower,TRUE,Renato Pascual,farmer,,resC,farm,18127.58,261.55,54.87,Achieve good harvest | Fix irrigation access,0.502,0.49,0.529,0.538,0.596,0.626,-0.061
504,F,27,3,lower,TRUE,Corazon Salazar,farmer,,resC,farm,9246.65,292.51,57.13,Achieve good harvest | Fix irrigation access,0.446,0.404,0.407,0.772,0.343,0.501,0.192
505,F,56,2,lower,TRUE,Teresita Ramos,farmer,,resC,farm,11832.16,263.8,73.04,Achieve good harvest | Fix irrigation access,0.581,0.423,0.416,0.413,0.576,0.57,0.011
506,M,37,2,lower,TRUE,Isidro Castro,farmer,,resC,farm,19675.01,261.46,45,Achieve good harvest | Fix irrigation access,0.515,0.591,0.426,0.689,0.451,0.637,0.135
507,M,64,3,lower,TRUE,Dante Gonzales,farmer,,resC,farm,14210.37,221.38,71.51,Achieve good harvest | Fix irrigation access,0.673,0.342,0.6,0.797,0.607,0.387,0.134
508,M,52,1,lower,TRUE,Yohan Soriano,farmer,,resC,farm,22275.21,179.69,54.34,Achieve good harvest | Fix irrigation access,0.433,0.495,0.344,0.751,0.589,0.401,-0.03
509,M,54,1,lower,TRUE,Crisanto Padilla,farmer,,resC,farm,17616.36,240.38,59.58,Achieve good harvest | Fix irrigation access,0.417,0.261,0.448,0.512,0.567,0.275,-0.042
510,F,46,1,lower,TRUE,Daisy Espiritu,farmer,,resC,farm,28727.73,260.45,48.59,Achieve good harvest | Fix irrigation access,0.663,0.658,0.561,0.654,0.587,0.463,0.112
511,F,52,1,lower,TRUE,Natividad Flores,farmer,,resC,farm,26056.19,259.22,53.37,Achieve good harvest | Fix irrigation access,0.514,0.681,0.151,0.719,0.449,0.58,-0.073
512,M,27,2,lower,TRUE,Quirino Hernandez,farmer,,resC,farm,23070.17,242.35,64.97,Achieve good harvest | Fix irrigation access,0.705,0.734,0.709,1,0.477,0.453,-0.011
513,M,47,3,lower,TRUE,Willy Lopez,farmer,,resC,farm,11653.79,253.68,53.48,Achieve good harvest | Fix irrigation access,0.4,0.698,0.573,0.77,0.503,0.301,-0.065
514,M,44,2,lower,TRUE,Berto Rizal,farmer,,resC,farm,18294.96,216.49,59.41,Achieve good harvest | Fix irrigation access,0.447,0.515,0.532,1,0.454,0.883,0.136
515,F,57,2,lower,TRUE,Esperanza Reyes,farmer,,resC,farm,32192.78,212.58,59.43,Achieve good harvest | Fix irrigation access,0.338,0.499,0.617,0.846,0.555,0.598,-0.087
516,M,52,3,lower,TRUE,Ramon Lim,farmer,,resC,farm,21897.64,221.09,69.42,Achieve good harvest | Fix irrigation access,0.915,0.625,0.483,0.813,0.258,0,-0.016
517,F,58,2,lower,TRUE,Yolanda Soriano,farmer,,resC,farm,21443.55,307.5,68.07,Achieve good harvest | Fix irrigation access,0.796,0.624,0.617,0.489,0.808,0.498,0.165
518,F,61,1,lower,TRUE,Wilhelmina Ferrer,farmer,,resC,farm,17423.68,182.66,40.07,Achieve good harvest | Fix irrigation access,0.611,0.928,0.409,0.84,0.478,0.484,0.043
